location,address,phone_number,ratings,ratings_count
Golden I Noida,"Shop No 17A & 17, Block C, Ground Floor, Golden I, Plot No 11 Tech Zone 4, Greater Noida West, Noida, Uttar Pradesh, 201009",1206385319,,0
Center Point Aligarh,"3/1, Ground Floor, Ghar Gopika, Samad Road, Center Point, Lekhraj Nagar, Aligahr, Uttar Pradesh, 202001",7248388388,,0
Sector 141,"Ground Floor, Plot No 18, Block SH, Sector 141, Noida, Uttar Pradesh, 201305",7291081798,4.9,284
RDC Rajnagar,"Shop No 1 & 2, Advocate Chamber, Rdc Rajnagar, Near Bikanerwala, Ghaziabad, Uttar Pradesh, 201002",7428891184,4.8,2642
"Sector 3, Vasundhara","Shop No Ug 06, Ugf, Ksn Square, Plot No 12,13,14, Sector 3, Vasundhara, Ghaziabad, Uttar Pradesh, 201012",8929347357,4.9,682
Kapoorthla,"Hig 75, Sector E, Aliganj Scheme, Kapoorthla, Lucknow, Uttar Pradesh, 226024",7291064565,4.9,715
Shyambazaar Kolkata,"74A, Bhupendra Bose Avenue, Rajballab Para, Shyam Bazar, Gate No 04, Opposite Shyam Bazar Metro Station, Kolkata, West Bengal, 700004",3368202505,,0
Park Street,"29 Park Street, Karnani Mansion, Park Street, Near Park Hotel, Kolkata, West Bengal, 700016",8447933097,4.9,2230
"Sector 5, Salt Lake","Shop No 3, Plot No G1, Infinity Benchmark, Sector 5, Salt Lake, Rdb Cinema Hall, Kolkata, West Bengal, 700091",7428891177,4.9,2138
Golghar,"Ground Floor, MP Building, Golghar, Gorakhpur, Uttar Pradesh, 273001",9582417974,4.9,330
DD Puram,"Plot Number SA-116, Ground Floor, Deendayal Puram, Yojna B.D.A, Bareilly, Uttar Pradesh, 243122",9582458914,4.9,160
"Indiranagar, Lucknow","Shop No B4 & 5, Krishna Complex, Faizabad Road, Indiranagar, Bhootnath Market, Lucknow, Uttar Pradesh, 226016",7428891193,4.8,3131
Shyam Park Extension Sahibabad,"D-64, Ground Floor, Shyam Park Extension, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",8447732043,4.9,398
Hridaypur,"74/4/2 Jessore Road, Sisir Kunja, Hridaypur, Madhyamgram, Opposite Star Mall, Kolkata, West Bengal, 700127",8929341796,4.9,1893
Sonarpur Station Road,"Nandi’s Grocery Stores, Ground Floor, Nandi Bhawan, Below Axis Bank & Bandhan Bank, Sonarpur Station Road, Sonarpur, Kolkata, West Bengal, 700150",9873165386,4.9,776
Arambag,"Gourhati Masjid More, Arambagh, West Bengal, 712601",9643823990,4.9,1041
Berhampore,"8 Netaji Road, Khagra, Netaji Road, Berhampore, West Bengal, 742103",8929871320,4.8,1415
Baguihati,"Joramandir Shastry Bagan, Vip Road, Desh Bandhu Nagar, Baguihati, Allahabad Bank, Kolkata, West Bengal, 700059",7428891194,4.8,940
Olandganj,"House No 141, Td College, Olandganj, Near Chandra Hotel, Jaunpur, Uttar Pradesh, 222002",8929306572,4.8,931
"Phoenix United Mall, Bareilly","Shop No F 298, First Floor, Phoenix United Mall, Mahanagar Colony, Pilibhit Bypass, Bareilly, Uttar Pradesh, 243006",7428891201,4.8,1081
Civil line,"Shop No 2&3, Gks Palace, Ayub Khan Choupla Road, 63-64, Civil Lines, Civilline, Bareilly, Uttar Pradesh, 243001",8929100938,4.9,320
"Sector 137, Noida","Ground Floor, Shop No Blk2, Paras Tierra, Sector 137, Sector 137, Noida, Uttar Pradesh, 201305",8929346615,4.9,726
Karrahi,"2/156, Ground Floor, Karrahi Road, Barra World Bank Colony, Kanpur, Uttar Pradesh, 208027",8929039792,5.0,480
Elite,"Ground Floor, Building No 1858, Old Damroo Cinema, Elite Sipri Road, Civil Lines, Elite, Jhansi, Uttar Pradesh, 284001",9582612682,4.8,402
Dum Dum Road,"40, Arpan Apartment, Dum Dum Station Road, Dum Dum Station Road, Near Bus Stand Surer Math, Kolkata, West Bengal, 700074",9643951467,4.9,1787
Kankurgachi,"Shop No 16/1, Cit Road, Kankurgachi, Beside Hong Kong Restaurant, Kolkata, West Bengal, 700054",7428891195,4.9,1335
Mani Square Mall,"Ground Floor, Unit No G09, Mani Square Mall, 164/1 Manikatala Main Road, Em Bypass, Manikatala, Mani Square Mall, Kolkata, West Bengal, 700054",8929327349,4.9,1855
"City Centre 1 Mall, Salt Lake","Shop No A005, Ground Floor, Dc Block, City Center 1 Mall, Sector 1, Salt Lake, Near Shoppers Stop Entry Gate, Kolkata, West Bengal, 700064",7428891196,4.9,1608
Gora Bazar,"17, Manujendra Dutta Road, Gora Bazar, Dum Dum, Gora Bazar, Near Bank Of India, Kolkata, West Bengal, 700028",9711191494,4.9,1332
Cosmos Mall,"Unit No 9B, Lower Ground Floor, Sevoke Road, Ward No 43, Dasrath Pally, Bhanu Nagar, Dasrath Pally, Opposite Power House, Siliguri, West Bengal, 734001",9711071479,4.8,1115
Elgin Road,"Elgin Road 6A, Lala Lajpat Rai, Sarani, Bhowanipore, Bhowanipore, Besides Bhowanipore College, Kolkata, West Bengal, 700020",9711541495,4.9,2274
Sector 46 Noida,"Shop No 15, Ground Floor, Gardenia Aims Glory, I Square Market, Plot No Gh 001, Sector 46, Noida, Uttar Pradesh, 201301",8929543971,4.9,1126
Mathura,"Shop No 11 & 12, Ground Floor, M R Complex, Bhuteshwar Road, Mathura, Uttar Pradesh, 281004",9899411471,4.8,875
Flagship Store Tilak Nagar,"Gf 4/281-B, Parvati Bangla Road, Tilak Nagar, Kanpur, Uttar Pradesh, 208002",8929172546,4.9,755
Omaxe Connaught Place Mall,"Shop No 7, Upper Ground Floor, Omaxe Connaught Place Mall, Beta 2, Near Igl Cng Filling Station, Greater Noida, Uttar Pradesh, 201308",7428891236,4.8,729
Sector 62,"Rn11, Ground Floor, Sector 62, Near Bank Of Maharashtra, Noida, Uttar Pradesh, 201301",7290012952,4.9,709
Barasat,"Shop No 77/1, Ground Floor, Dakshin Para, Jossore Road, Barasat, Near Barasat Bazar Post Office, Kolkata, West Bengal, 700124",7428891206,4.8,2557
City Centre 2 Mall,"Shop No 11, Ground Floor, Action Area Ii, D Block, Newtown, City Centre 2 Mall, Kolkata, West Bengal, 700157",7428891207,4.9,4675
Gariahat,"Shop No 8A, Dover Lane, Gariahat, Beside Police Station, Kolkata, West Bengal, 700029",7428891208,4.9,2386
Lake Mall,"Shop No 204, Second Floor, Lake Mall, 104, Rashbehari Avenue, Kalighat, Kalighat, Lake Mall, Kolkata, West Bengal, 700029",7428891209,4.9,2884
Andul,"Fl103, Daag No 680, JI No 38, RS No 2007, Village Podra, Ps Andul, Howrah, West Bengal, 711109",8929273119,4.9,1781
KB City Centre Mall,"Ground Floor, Deshbandhu Road, Munsifdanga, City Centre Mall, Purulia, West Bengal, 723101",8860090192,4.8,853
Kamarhati,"Vivekanand Park, Panihati, Kamarhati, North 24 Parganas, Near Tetul Tala Bus Stop, Kolkata, West Bengal, 700058",8447820839,4.9,886
Jakhan,"Plot No 125 & 126, Ground Floor, Mauza Jakhan, Kishanpur Pargana Central Doon, Rajpur Road, Dehradun, Uttrakhand, 248001",9873928459,5.0,54
"Vikas Nagar, Dehradun","Laxmanpur Chowk, Vikas Nagar, Near Uttarakhand Gramin Bank, Dehradun, Uttarakhand, 248198",8929327344,4.9,862
Gulab Bagh Sigra,"Ground Floor, Shop No 1 & 2, Gulab Bagh Colony, Near Puma Store, Sigra, Varanasi, Uttar Pradesh, 221010",7291811371,4.9,533
Modi Nagar,"Shop No 11, 11A, 12A, Kn Mod Complex, Gt Road, Modinagar, Ghaziabad, Uttar Pradesh, 201204",8588803142,4.8,511
Orderly Bazar,"Shop No S2 /363 A, Ward Sikraul, Orderly Bazar, Bhojubeer, Varanasi, Uttar Pradesh, 221002",9319360892,4.8,696
Crossing Republic,"Upper Ground-02, Plot No C-2, Nh-24, Orbit Plaza, Crossing Republic, Next To More Store, Ghaziabad, Uttar Pradesh, 201009",7428891244,4.8,952
Civil Line,"Shop No CP 7, Gangapur Avas Vikas, Civil Line, Rampur, Uttar Pradesh, 244901",9582596607,4.9,250
"Sector 4, Vaishali","Shop No 3, Ground Floor, Nipun Plaza, Plot No 1, Sector 4, Vaishali, Near Nazeer Food Restaurant, Ghaziabad, Uttar Pradesh, 201010",7428891246,4.7,684
Kakadeo,"Ground Floor, 117H-l/382, Model Town, Kakadeo, Kanpur, Uttar Pradesh, 208025",8588811571,4.9,629
Pratap Vihar,"Ground Floor, P233, Sector 12, Pratap Vihar, Ghaziabad, Uttar Pradesh, 201009",9582551953,4.9,605
Dankuni,"Plot No 2171, K N Mukherjee Road, North Subhas Pally, Ward No 9, Opposite Pravat Sandhya Building, Dankuni, Kolkata, West Benagal, 712311",8447895835,4.9,1558
Prince Anwarshah Road,"188/40 Prince Anwarshah Road, Anwarshah Road, Near Apollo Clinic, Kolkata, West Bengal, 700045",8929033956,4.9,2980
Mahamaya Tala,"Arghya Apartment, 24 Garia Main Road, Garia, Near Mahamayatala Motor Training School, Kolkata, West Bengal, 700084",8929327329,4.9,1389
Kalyani,"B-12/17, B Block, Central Park, Nadia Kalyani, Beside Frank Ross Pharmacy, Kalyani, West Bengal, 741235",8929335877,4.9,800
Kalighat,"117, A S P Mukherjee Road, Rash Behari Crossing, Near Kalighat Metro Gate No 3, Kalighat, Kolkata, West Bengal, 700026",9582516586,4.9,598
Diamond Plaza Mall,"Shop No 68, First Floor, Jessore Road, Shyam Nagar, Diamond Plaza Mall, Beside W, Kolkata, West Bengal, 700055",7428891253,4.9,2040
Laketown,"Shop No P-197, Block B, Laketown, Near Apollo Pharmacy, Kolkata, West Bengal, 700089",7428891255,4.9,1452
Mall Road,"Shop No 7, Ground Floor, Bank House, Mall Road, Near Hdfc Bank, Nainital, Uttarakhand, 263001",7065045157,4.9,303
Chakrata,"69, Old Cannaught Place, Chakrata Road, Old Cannaught Place, Dehradun, Uttarakhand, 248001",9643107576,4.9,854
Roorkee,"1066/8, New Haridwar Road, Civil Line, New Haridwar Road, Roorkee, Uttarakhand, 247667",8376098588,4.9,466
Ranipur,"Old Ranipur Mod, Mod, Ranipur, Opposite Vishal Mega Mart, Haridwar, Uttarakhand, 249410",9311773752,4.9,800
Haridwar Road,"D23, Nehru Colony, Haridwar Road, Dehradun, Uttarakhand, 248001",8929172132,4.9,824
Civil Lines,"D1, D2/10, Ward Number 13, Kashipur Byeipass Road, Civil Line, Udham Singh Nagar, Rudrapur, Uttarakhand, 263153",9582471558,4.9,144
Mudichur,"No 20, Rathana Complex, Sri Ram Nagar, Mudichur Road, Tambaram West, Mudichur, Next To More Supre Market, Chennai, Tamil Nadu, 600045",9319372753,4.9,1277
Dadri,"Khasra No 756, Gt Road, GT Road, Opposite Reliance Trends, Dadri, Uttar Pradesh, 203207",8929335305,4.9,593
Durgakund,"Shop No B 27/98, A/7A, Durgakund Road, Durgakund, Beside Dayal Tower, Varanasi, Uttar Pradesh, 221005",7428890216,4.8,1172
Lal Bangla,"Ground Floor, 383 K91, Pardewan Pur, Lal Bangla, Near KDA Chowraha, Kanpur, Uttar Pradesh, 208007",9582422049,4.7,132
Moradabad,"20 Awas Vikas, Pili Kothi Chauraha, Kanth Road, Moradabad, Uttar Pradesh, 244001",8743952293,4.9,859
Indirapuram,"Shop No B/120, Ground Floor, Indirapuram Habitat Centre, Indirapuram, Near Hira Sweets, Ghaziabad, Uttar Pradesh, 201014",7428891281,4.7,1056
Govind Nagar,"79/4, A Block 8, Govind Nagar, Govind Nagar, Near Chawla Chauraha, Kanpur, Uttar Pradesh, 208006",8929172797,4.8,707
"Sector 110, Noida","Ground Floor, Plot No 008, Sector 110, Near ISBT, Gautam Budh Nagar, Noida, Uttar Pradesh, 201304",9953770285,5.0,279
Bandel Hoogly,"Bandel Station Road, Old Kodalia, Near Max, Bandel, Hoogly, West Bengal, 712123",8742908798,4.9,1586
Kanchrapara,"Shop No 54/64, Kabiguru Rabindra Path, Kanchrapara, Near Gandhi More, North 24 Parganas, West Bengal, 743145",7428891256,4.8,1377
Patuli,"Premises No 1/8, Ground Floor, Baishnabghata Patuli Township, Block D, P O Panchasayar, P S Patuli, Patuli, Opposite Gouldsmith School, Kolkata, West Bengal, 700094",7838200709,4.9,2101
Shyambazar,"182 A, A.P.C. Road, Shyambazar, Fariapukur, Near Talkie Show House, Kolkata, West Bengal, 700004",7428890221,4.9,1559
B B Ganguly Street,"11/1, Bipin Bihari Ganguly Street, Opposite Modern Homeo, Kolkata, West Bengal, 700012",9582721172,4.9,510
GMS Road,"Dwarika Puri Extension, Gms Road, Gms Road, Dehradun, Uttarakhand, 248001",8929215527,4.9,892
Saharanpur Road,"Plot No 73, Ground Floor, Niranjanpur, Saharanpur Road, Dehradun, Uttarakhand, 248001",9711320948,4.9,610
Kashipur,"Shop Number 235/20, Mohalla Katoratal, Ramnagar Road, Near Cheema Chauraha, Udham Singh Nagar, Kashipur, Uttarakhand, 244713",9582430358,4.8,190
Tikonia,"Shri Guru Harikrishna Complex, Nainital Road, Tikonia Chauraha, Haldwani, Uttarakhand, 263139",7428890204,4.8,1077
Rajpur Road 1,"Shop No 23/8, , Rajpur Road, Near Congress Bhavan, Dehradun, Uttarakhand, 248001",7428891264,4.8,1459
Lamara,"Shop No 43, Shri Guru Angad Dev Complex, D1 D2, Lamara, Udham Singh Nagar, Near Futela Hospital, Rudrapur, Uttarakhand, 263153",7428890244,4.8,1106
Trichy Cantt,"No 8, Bharathiar Salai, Melapudur, Cantonment, Tiruchirapalli, Tamil Nadu, 620001",7303304305,4.9,2051
Nungambakkam,"Door No 125/1, Rose Wood Office, Nungambakkam High Road, Nungambakkam, Opposite Teresa Church, Chennai, Tamil Nadu, 600034",8929346301,4.9,2039
Jawahar Nagar,"Plot No B95, Old Door 37, New Door 22, First Main Road, Jawahar Nagar, Near Max Showroom, Chennai, Tamil Nadu, 600082",7428891107,4.9,1144
Meyyanur Bypass Road,"280/1, Sudarsan Building, Meyyanur Bypass Road, New Bus Stand Road, Meyyanur, Salem, Tamil Nadu, 636004",8929345438,4.9,2364
Perumbakkam,"G1, Plot No 3, Vgp Prabhu Nagar, Perumbakkam, Opposite Advent Church, Chennai, Tamil Nadu, 600100",7428891108,4.9,1704
Erode,"044/23, Paari Nagar, Paari Nagar, Near Med Plus, Erode, Tamil Nadu, 638011",7303325326,4.9,1284
100ft Bypass Road Velachery,"No 1 & 2 Main Road, Venkateswara Nagar, 100Ft Bypass Road, Velachery, Chennai, Tamil Nadu, 600042",8929345177,4.9,1525
Flagship Store Mall Of India,"Shop No D17 B, Lower Ground Floor, Sector 18, Dlf Mall Of India, Next To Jawed Habib, Noida, Uttar Pradesh, 201301",7428891282,4.8,1696
SP Marg,"43/5 & 6, Sardar Patel Marg, Civil Lines, Sp Marg, Prayagraj, Uttar Pradesh, 211001",9899301527,4.8,2082
Rajajipuram,"E 2624 Rajajipuram, Rajajipuram, Near Lal Path Lab, Lucknow, Uttar Pradesh, 226017",9971523524,4.9,1467
Ring Road,"Ground Floor, Plot No 3, Bataha Sabouly Kalyapur West, Ring Road, Lucknow, Uttar Pradesh, 226010",9643577212,4.9,185
Sector 12 Vrindavan Colony,"SCO 09, Kahlon Emporium ll, Sector 12, Vrindavan Colony, Lucknow, Uttar Pradesh, 226029",9873121067,4.9,167
Begumbridge,"Shop No 2, Ground Floor, Crown Plaza, South Begum Bridge, Adjacent To Nazeer Foods, Meerut, Uttar Pradesh, 250001",8929347794,4.7,735
Bhadrakali,"19 B, Grand Trunk Road, Ganga Green Apartment, Bhadrakali, Ps Uttarpara, Bhadrakali, Uttarpara, West Bengal, 712232",8929310380,4.9,1175
HB Town,"63, Barasat Road, Anandalok, Katgola, Arunachal, Opposite Suraksha, Kolkata, West Bengal, 700110",7428891226,4.9,1284
Metropolis Mall,"1St Floor, Metropolis Mall, Chak Garia2, Santoshpur, Santoshpur, Kolkata, West Bengal, 700094",8929289259,4.9,1847
Ambuja City Centre Mall,"Stall No A0002, Ambuja City Centre Mall, Holding No B203, Debhog City Centre, Haldia, West Bengal, 721657",8800113243,4.9,1330
Bally Howrah,"Khasra No 1124, Jl No 14, GT Road Police Station, Opposite Deshbhandhu Club, Mouja Bally, Howrah, West Bengal, 711201",8742946902,4.9,1061
SF Road,"Manik Motor Building, Sf Road, Siliguri, West Bengal, 734005",9582120335,4.9,1125
Ballupur,"1 Deeplok, Chakrata Road, Ballupur, Dehradun, Uttarakhand, 248001",7428891054,4.9,1095
Rajpur Road 2,"Shop No 52, Ground Floor, Rajpur Road 2, Near Dilaram Chowk, Dehradun, Uttarakhand, 248001",7428891337,4.8,956
Pacific Mall Dehradun,"Unit No Sh/1F/08, Pacific Mall, Vill Mauja, Rajpur Road, Dehradun, Uttarakhand, 248001",8447896427,4.9,1745
Araghar,"313/239, inder Road, Araghar, Dehradun Uttarakhand, 248001",9953620816,4.9,224
New Cantt Road,"Plot No 17 C, Bakshi Plaza, Part Of Ground Floor, New Cantt Road, Hathi Barkala, Dehradun, Uttarakhand, 248001",9873106216,4.9,450
Sriperumbudur,"#154, Gandhi Road, Nenmeli, Opposite Iob, Sriperumbudur, Tamil Nadu, 602105",9821762763,4.9,1649
Brough Road,"No 272/A, Brough Road, Opposite CSI School Ground, Erode, Tamil Nadu, 638001",7428890030,4.8,1248
Saligramam,"No 71, 1, Arcot Road, Vadapalani, Vadapalani, Chennai, Tamil Nadu, 600026",7303440441,4.9,2207
Avinashi Road,"Shop No 702, Ground Floor, Esteem Complex, Opposite GKNM Hospital, Avinashi Road, Pn Palayam, Coimbatore, Tamil Nadu, 641018",7303418419,4.9,942
Cuddalore,"No 20, Sanan Thottam, S N, Chavadi, Near Kv Tex, Cuddalore, Near Kv Tex, Cuddalore, Tamil Nadu, 607002",8447743820,4.9,544
Redhills,"183/16 Gnt Road, Redhills, Near Annamalai Cell City, Chennai, Tamil Nadu, 600052",9319372360,4.9,1515
Periyar Nagar,"New No 42, Old No B126, Karthikeyan Salai, Periyar Nagar, Below To Kolors, Perambur, Tamil Nadu, 600082",7303438439,4.9,2472
Malviya Road,"Malviya Road, Near Union Bank, Malviya Road, Deoria, Uttar Pradesh, 274001",7303974975,4.7,252
Dwarka Puri Colony,"Plot No 7 Ground Floor, Dwarka Puri Colony, Bhuteshwar Road, Mathura, Uttar Pradesh, 281001",9582268921,4.9,226
Pilibhit,"Naugawan Pakariya, Near Chatri Chauraha, Tanakpur Road, Nai Basti, Pilibhit, Uttar Pradesh, 262001",8742988012,4.9,268
Phoenix Palassio Mall,"T-35, Third Floor, Phoenix Palassio Mall, Sector 7, Gomti Nagar Extension, Amar Saheed Path, Near Ekana Stadium, Lucknow, Uttar Pradesh, 226010",7303842843,4.9,1235
Gomti Nagar Extension,"Ground Floor, House No 1/746, Vardan Khand, Near Kotak Mahendra Bank, Sector 1, Gomti Nagar Extension, Lucknow, Uttar Pradesh, 226010",9582598625,5.0,153
Shakti Chowk,"First Floor, 198/53, Sd Puram Colony, Gate No 1, Civil Lines 1, Shakti Chowk, Bijnor, Uttar Pradesh, 246701",8447830154,4.9,747
Narendrapur,"1029, N S Road, Narendrapur, Kolkata, West Bengal, 700103",9643831508,4.9,906
Malancha Road,"838/608, Malancha Road, Paschim Medinipur, Kharagpur, West Bengal, 721304",9311773750,4.9,1149
Santoshpur,"Santoshpur Ave, New Santoshpur, Santoshpur, Near Jora Bridge, Kolkata, West Bengal, 700075",7303353354,4.9,1525
Birati,"1040, M B Road, Siddheswari Bazar, North Dumdum, Birati, North 24 Parganas, Birati, Beside Hdfc Atm, Kolkata, West Bengal, 700051",7290017585,4.9,1570
Swimming Pool,"Swimming Pool, Cf211, Cf Block, Sector 1 Bidhannagar, Salt Lake, Sector 1 Bidhannagar, Near Sharma Tea, Kolkata, West Bengal, 700064",8929275215,5.0,616
Sai Baba Colony,"Ground Floor, #169, NSR Road, Saibaba Colony, Shaganoor, Coimbatore, Tamil Nadu, 641011",8447806828,4.9,514
Vellore,"No 19/140, Laxman Complex, Arni Road, Near Cmc Eye Hospital, Vellore, Tamil Nadu, 632001",8447745010,4.9,3592
Nanganallur,"38/13, 1St Main Road, Macmillan Colony, Nanganallur, Chennai, Tamil Nadu, 600061",9667253254,4.9,3709
Namakkal,"321/113B, Salem Road, Opposite Hotel Sanu International, Namakkal, Tamil Nadu, 637001",8929288494,4.8,723
Mettur Road Erode,"229, EVN Road, Mettur Road, Erode, Tamil Nadu, 638001",9643708714,4.8,58
Mirzapur,"Giridhar Ka Chauraha, Badli Katra Road, Near City Kart, Mirzapur, Uttar Pradesh, 231001",8743851567,4.9,291
Aliganj2,"HS 1/6 Sector A, Sitapur Road Yojna, Near Ram Ram Bank Chauraha, Aliganj, Lucknow, Uttar Pradesh, 226021",9582612107,5.0,527
VVIP Mall,"G 18, Vvip Mall, Nh 58, Raj Nagar Extension, Noor Nagar, Near Heera Sweets, Ghaziabad, Uttar Pradesh, 201001",7428891312,4.8,624
Panchsheel,"Shop No Gf 43 Ground Floor, Plot No Gh 1, Link Road, Greno West, Link Road, Near Guru Di Hatti, Greater Noida, Uttar Pradesh, 201306",9643107980,4.9,841
Govindpuram,"Shop No 20 & 21, Gf, Signature Street, G Block, Govindpuram, Ghaziabad, Uttar Pradesh, 201013",8929436779,4.9,557
Sector 44,"Ground Floor, Left Side, C-513, Near Union Bank, Sector 44, Noida, Uttar Pradesh, 201301",9582620327,5.0,321
Balurghat,"Hilli More, Beside Prestige Xclusive, Hilli More, Opposite Reliance Trends, Balurghat, West Bengal, 733101",8929225205,5.0,936
Bolpur,"Provat Soroni Road, Po & Ps, Bolpur, Birbhum, Opposite Bata Showroom, Bolpur, West Bengal, 731204",8929607549,4.9,964
Chakdah,"Dag No 1958, Khatian No 1709, J L No 20, Mouza, Lalpur, Opposite New Loknath Automobiles, Chakdaha, West Bengal, 741222",8376801083,4.9,1205
Chowringhee More,"Chowringhee More, Adsr Mulazore East Ghosgpara Road, PS Jagaddal, Shyamnagar, West Bengal, 743127",9582610184,5.0,387
Diamond Harbour Road,"Premises No 72, Ward No 13, Diamond Harbour Road, Opposite Diamond Harbour Police Station, Madhabpur, Kolkata, West Bengal, 743331",9582497313,5.0,408
Perambur Moolakadai,"No 14, Madhavaram High Road Sembiam, Moolakadai, Perambur Road, Madhavaram, Opposite Simpon Gate No 1, Chennai, Tamil Nadu, 600011",8929328704,4.9,1985
Iyer Bungalow,"Jaya Complex, 2/1121, 1St Floor, Natham Road, Madurai, Opposite To Bus Stop, Madurai, Tamil Nadu, 624014",8588908166,4.9,1091
Selaiyur,"27, Agaram Main Road, Ranganatha Nagar, Selaiyur, Chennai, Tamil Nadu, 600073",9319375434,4.9,1595
Kandanchavadi,"New No 08, Old No 6/169 Mgr Main Road, Govindaswamy Nagar 5Th Street, Kandanchavadi, Next To Gem Hospital, Chennai, Tamil Nadu, 600096",7065043626,5.0,1289
"Ashok Nagar, Chennai","Shop No 38 (Old) 60 (New), Ground Floor, Jai Durga Apartment, Ashok Nagar, Chennai, Hot Chips, 1St Avenue, Chennai, Tamil Nadu, 600083",7428891139,4.9,1923
Chengalpet,"No 11, Joesph Towers, Gst Main Road, Alagesan Nagar Extention, Chengalpet, Opposite Reliaince Trends, Kanchipuram, Tamil Nadu, 603001",9319373471,4.9,824
Shalimar Gateway Mall Alambagh,"16 Ground Floor, Shalimar Gateway Mall, Alambagh, Beside Alambagh Bus Stand, Lucknow, Uttar Pradesh, 226005",8929277343,4.9,514
Hapur,"2423, Ground Floor, Nehru Chowk, Atarpura, Garh Road, Hapur, Uttar Pradesh, 245101",9999203861,4.9,557
Kidwai Nagar,"133/155, M Block, Kidwai Nagar, Beside Bank Of Baroda, Kanpur, Uttar Pradesh, 208011",8929276286,4.7,390
Kamla Nagar,"32A/B71, 1St Floor, Semi Basement, Central Bank Road, Kamla Nagar, Agra, Uttar Pradesh, 282005",8929306428,4.9,883
Mahagun Mart Shopping Complex,"Shop No 48, Plot No Gh04, , Mahagun Mart Shopping Complex, Gaur City 2, Greater Noida West, Noida, Uttar Pradesh, 201301",7428891333,4.8,970
Nivedita,"Nivedita Road, Ward 2, Pradhan Nagar, Near ICICI Bank, Siliguri, West Bengal, 734001",9643859869,5.0,288
Naktala,"Shop No 237, Netaji Subhash Chandra Bose Road, Naktala, Kolkata, West Bengal, 700047",9582181507,4.9,1136
Jalpaiguri,"Ward No 07, Shop No B, Ground Floor, Thana More, Jalpaiguri, West Bengal, 735101",9818348349,4.8,570
Kadamtala,"9 Kedarnath Mukherjee Lane, Kadamtala, Howrah, West Bengal, 700001",9582950938,4.9,2191
Gopalpur,"Ground Floor Block B, New Town Metro Plaza, Mouza Atghora, P S Rajarhat Road, District North 24 Parganas, Gopalpur, Kolkata, West Bengal, 700136",8743812052,4.9,943
Barrackpore,"No 12, Ground Floor, Suryatapa Apartment, S N Banerjee Road, Chiria More, Near Barrackpur Chiria More, Barrackpore, West Bengal, 700120",8447923983,4.9,1309
Simmakkal,"109, Vakkilnew Street, Northmart Street, Madurai Main, Madurai, Opposite Simmakkal Bus Stand, Madurai, Tamil Nadu, 625001",8447822737,4.9,1066
Urapakkam,"Urapakkam Flyover, Sri Balaji Nagar, Urapakkam, Perungalathur, Urapakkam, Chennai, Tamil Nadu, 603211",8447745638,4.9,1048
Thiruvottiyur,"Shop No 93, Ssm Complex, Rajakadai, Thiruvottiyur, Opposite Rohit Hospital, Chennai, Tamil Nadu, 600019",7428891142,4.9,1840
Velachery,"No 26, 15/17A, Velachery Bypass Road, Rajalakshmi Nagar, Velachery, Chennai, Tamil Nadu, 600042",8447804958,4.9,1292
Aminjikarai,"Old # 295, New # 507, Ph Road, Aminjikarai, Chennai, Tamil Nadu, 600029",8929182172,4.9,1369
Fatehabad Road,"Groud Floor, Khasra No 1079 ,1375, & 1374, Mouza Basai Mustakil Tehil District, 30/6/20, K/1, Gower Chowki, Fatehabad Road, Agra, Uttar Pradesh, 282001",8743842745,4.9,315
Saket Nagar,"127/1/65, W1, Saket Nagar, Juhi, Kanpur, Uttar Pradesh, 208014",9953924292,4.9,159
Flagship Store Great India Place Mall,"Shop No 46, 47, Ground Floor, Sector 38, Great India Place Mall 2, Opposite Tanishq, Noida, Uttar Pradesh, 201301",7428891344,4.7,890
Sector 122,"Block CM 024, Sector 122, Noida, Uttar Pradesh, 201316",9953848479,5.0,198
"Atta Market, Sector 18, Noida","G6 & G6A, Ground Floor, Jop Plaza, , Atta Market, Sector 18, Next To Metro Station Gate No 2, Noida, Uttar Pradesh, 201301",7428891023,4.7,1510
Batanagar,"Ground Floor, House No B1 70/A/63, Budge Trunk Road, Jagtala Bata More, Batanagar, Near Batanagar Great Eastern, Kolkata, West Bengal, 700141",8447920573,4.9,966
Court More Asansol,"Nitesh Keshri, Burnpur Road, Court More Main Road, Apcar Garden, Near Medplus, Asansol, West Bengal, 713304",9953831996,4.9,462
Dagapur,"1st Floor, RS Plaza, Shalbari, Dagapur, Siliguri, West Bengal, 734009",9953825198,4.8,157
CIT Road,"116, Ground Floor, Dr. Sundari Mohan Avenue, Cit Road, Near Icici Cit Road Branch, Kolkata, West Bengal, 700014",9971001474,4.9,1751
Flagship Store Behala Chowrasta,"622, Diamond Harbour Road, H Road, Behala Chowrasta, Adjacent D Traffic Guard Office, Kolkata, West Bengal, 700008",8447917356,4.9,1996
Singaperumal Koil,"9/6, Gst Road, Periyar Street, Periya Vinjiyam Bakkam, Singaperumal Koil, Opposite Icici Bank, Chennai, Tamil Nadu, 603204",8447913903,4.9,943
West K K Nagar,"Shop No 1069, Munusamy Salai, West K K Nagar, Next To Puducherry Guest House, Chennai, Tamil Nadu, 600078",7428890083,4.8,1203
Tirumullaivoyal,"No 62/1, Cth Road, Near Ss Briyani, Thirumullaivoyal, Opposite Indian Bank, Chennai, Tamil Nadu, 600062",8929435405,4.9,1219
